date,well,oil_rate_bpd,water_rate_bpd,flowing_pressure_psia,pump_frequency_hz,water_cut_pct,cum_oil_bbl,cum_water_bbl,oil_rate_ma30
2022-01-01,Well-A,119.13545802253243,39.65419279933696,1498.8868413843234,45.350991862549435,24.97278166057631,119.13545802253243,39.65419279933696,119.13545802253243
2022-01-02,Well-A,123.71692802861013,40.25319116637157,1492.0167839765518,44.65930462043991,24.54910160704666,242.85238605114256,79.90738396570853,121.42619302557128
2022-01-03,Well-A,124.79037136252127,39.581970639737236,1502.565998586879,45.45719319928117,24.08067571318864,367.64275741366384,119.48935460544577,122.54758580455461
2022-01-04,Well-A,123.31787764302084,37.65199895865039,1506.67361423348,44.99806567111297,23.39071120233404,490.9606350566847,157.14135356409616,122.74015876417117
2022-01-05,Well-A,115.40417865405838,38.68866663736642,1492.9003172586397,45.914356313349955,25.107373781175436,606.3648137107431,195.8300202014626,121.27296274214862
2022-01-06,Well-A,127.40623825297652,39.97119282815926,1482.7704106686103,45.56344238930772,23.880873645852123,733.7710519637196,235.80121302962186,122.2951753272866
2022-01-07,Well-A,122.39082212916946,38.967342809510896,1490.7820240766598,45.577556103354304,24.149594676116536,856.1618740928891,274.7685558391328,122.30883915612701
2022-01-08,Well-A,115.13371884841686,41.06017850010473,1507.7349327244328,46.146875621589636,26.28795311284508,971.2955929413059,315.8287343392375,121.41194911766324
2022-01-09,Well-A,125.54078324840575,40.19580401025125,1514.7310092448386,46.13814878555676,24.25282472331811,1096.8363761897117,356.02453834948875,121.87070846552352
2022-01-10,Well-A,104.04550057657558,41.72016629368589,1500.1585241091984,46.20263789110403,28.62139431696139,1200.8818767662872,397.74470464317466,120.08818767662872
2022-01-11,Well-A,118.43551659215572,37.81756061670244,1496.1994543015,46.03116468549395,24.202762142183605,1319.3173933584428,435.5622652598771,119.93794485076752
2022-01-12,Well-A,127.91634147585643,36.9605840034489,1503.3061967980884,47.08820536155105,22.417074976381727,1447.2337348342992,472.522849263326,120.6028112361916
2022-01-13,Well-A,113.84798386496661,41.03093521383816,1477.1099858032426,46.749360422380164,26.492265995839624,1561.0817186992658,513.5537844771642,120.08320913071276
2022-01-14,Well-A,113.12005160383261,42.70634319064358,1493.0789591090452,47.44940414437703,27.406360294076094,1674.2017703030983,556.2601276678078,119.58584073593559
2022-01-15,Well-A,117.70833421308704,41.49838936975355,1503.5573144033215,46.99313009766659,26.065726645119074,1791.9101045161854,597.7585170375613,119.46067363441236
2022-01-16,Well-A,115.65806318532147,37.478356853100465,1495.5295023306596,47.374520379681314,24.473836363483713,1907.5681677015068,635.2368738906617,119.22301048134418
2022-01-17,Well-A,116.60935716373068,45.10203048525443,1471.7769702922183,47.889674720359736,27.890448001815464,2024.1775248652375,680.3389043759162,119.06926616854338
2022-01-18,Well-A,112.36437458991077,40.67066579394255,1486.9742847465088,47.78535938896302,26.57604800307793,2136.5418994551483,721.0095701698588,118.69677219195268
2022-01-19,Well-A,107.48853979873306,39.467241454709026,1493.924884273226,48.16988238700583,26.856542232008724,2244.0304392538815,760.4768116245677,118.1068652238885
2022-01-20,Well-A,124.07234022143656,44.925743337264166,1494.2168663878476,48.11382568119352,26.583581536094407,2368.102779475318,805.4025549618319,118.4051389737659
2022-01-21,Well-A,109.0604505025876,41.947407459376436,1464.8771889395434,47.92521000254394,27.778294471233533,2477.1632299779058,847.3499624212084,117.9601538084717
2022-01-22,Well-A,121.29270639055771,41.66317242325437,1520.7026886356177,48.20491774992538,25.567149050730052,2598.4559363684634,889.0131348444628,118.11163347129379
2022-01-23,Well-A,119.85751108699361,37.95964052351581,1464.244384129782,47.393565716871436,24.052924625835146,2718.313447455457,926.9727753679786,118.18754119371553
2022-01-24,Well-A,120.84977151982419,42.3466926572761,1484.2928441906306,49.14332218177235,25.94829052872224,2839.1632189752813,969.3194680252547,118.29846745730339
2022-01-25,Well-A,110.82441845832804,41.5258849155658,1502.7687058754768,48.60590803075011,27.25684425691896,2949.9876374336095,1010.8453529408205,117.99950549734439
2022-01-26,Well-A,120.65087389251053,39.34558497615755,1491.6992154323625,48.131193028705226,24.591534871689934,3070.63851132612,1050.190937916978,118.10148120485077
2022-01-27,Well-A,114.5212678551431,41.78290539713039,1488.3053266731156,47.79130069305189,26.731791306488773,3185.159779181263,1091.9738433141085,117.96888071041714
2022-01-28,Well-A,123.52977858170118,41.381643499846014,1472.3883121202296,49.921585021682986,25.09325489861046,3308.689557762964,1133.3554868139545,118.16748420582014
2022-01-29,Well-A,115.91270739610728,44.60565231885884,1474.9303970102974,49.123365656501164,27.788504939911853,3424.602265159071,1177.9611391328133,118.08973328134728
2022-01-30,Well-A,110.27092521739036,39.322880329908386,1494.9094097256054,49.041744894545985,26.286436250513884,3534.8731903764615,1217.2840194627217,117.82910634588205
