date,well,oil_rate_bpd,water_rate_bpd,flowing_pressure_psia,pump_frequency_hz,water_cut_pct,cum_oil_bbl,cum_water_bbl,oil_rate_ma30
2022-01-01,Well-B,94.39395565203128,23.128308232073802,1503.3231834406772,44.866331260751416,19.6799376285687,94.39395565203128,23.128308232073802,94.39395565203128
2022-01-02,Well-B,96.05479049154214,26.66815377014247,1499.816568639034,45.11347415729838,21.730373183744213,190.44874614357343,49.79646200221627,95.22437307178672
2022-01-03,Well-B,98.47941789064843,23.660410871100602,1504.482506875854,44.57582627875439,19.371576913910342,288.9281640342219,73.45687287331688,96.3093880114073
2022-01-04,Well-B,94.25042871021643,24.713912940970268,1499.3441985746092,45.908485239006026,20.774219062577178,383.17859274443833,98.17078581428714,95.79464818610958
2022-01-05,Well-B,93.36273265938823,28.04253942632433,1489.407074578135,45.11525581316049,23.098288027002813,476.5413254038266,126.21332524061147,95.30826508076532
2022-01-06,Well-B,98.93088521318026,23.322976703360354,1497.3353132078726,45.956099343138106,19.07749688863188,575.4722106170068,149.5363019439718,95.91203510283447
2022-01-07,Well-B,98.80930511728276,24.45178258559566,1495.697392262994,46.36799796362015,19.837389918655287,674.2815157342895,173.98808452956746,96.32593081918422
2022-01-08,Well-B,95.43643780369797,25.40407841585631,1506.647411134536,46.602786627540596,21.022815203552938,769.7179535379876,199.39216294542376,96.21474419224845
2022-01-09,Well-B,101.58710461402585,25.36516502445772,1490.037309907545,45.753363019321476,19.980079991235282,871.3050581520134,224.7573279698815,96.81167312800149
2022-01-10,Well-B,91.03145641289481,25.244583343391835,1511.8487626314873,45.950050683595535,21.710907420225364,962.3365145649083,250.00191131327333,96.23365145649083
2022-01-11,Well-B,98.02134992288919,25.27901976476041,1516.8343146684774,46.77639374074628,20.501982134196705,1060.3578644877975,275.28093107803375,96.39616949889069
2022-01-12,Well-B,100.94306301596394,26.20375672855934,1493.9207118510396,46.53170352943401,20.609053990662666,1161.3009275037614,301.4846878065931,96.77507729198011
2022-01-13,Well-B,94.86452040206203,26.373545355855956,1507.2810168682809,46.925017623378615,21.753518740984628,1256.1654479058234,327.8582331624491,96.62811137737103
2022-01-14,Well-B,99.48767136165357,26.129981143437426,1495.0651602798177,48.175889451069295,20.801201600530177,1355.653119267477,353.9882143058865,96.83236566196264
2022-01-15,Well-B,85.35275460185993,25.76504283595072,1493.8973479452395,46.94555431349959,23.187143221022406,1441.005873869337,379.75325714183725,96.0670582579558
2022-01-16,Well-B,89.82835592111886,26.076967736350678,1495.8809327219237,47.10835910104886,22.498507327769445,1530.8342297904558,405.83022487818795,95.67713936190349
2022-01-17,Well-B,91.76639815529009,25.312548717888454,1509.4158897638329,47.53774617902611,21.620068674949167,1622.6006279457458,431.1427735960764,95.44709576151446
2022-01-18,Well-B,83.28466220031957,28.017392292983246,1488.130030912187,48.555566350086806,25.17239454431552,1705.8852901460655,459.1601658890596,94.77140500811475
2022-01-19,Well-B,98.96827263042444,25.167373445148122,1473.177492404997,47.60569746473764,20.274090674830397,1804.85356277649,484.32753933420776,94.99229277771
2022-01-20,Well-B,87.10032354172353,24.446416687458214,1489.0691585750615,48.21077339520053,21.91585037557448,1891.9538863182136,508.773956021666,94.59769431591067
2022-01-21,Well-B,94.83338891411202,27.49437125575946,1488.7129967505098,48.59249098510574,22.475986822270897,1986.7872752323256,536.2683272774254,94.60891786820598
2022-01-22,Well-B,95.5092454102629,25.970871146778265,1485.1811430987584,49.37917411007421,21.378701208755924,2082.2965206425883,562.2391984242037,94.64984184739038
2022-01-23,Well-B,92.19583742967662,25.47287413003445,1490.252193761145,47.9619118123128,21.647958741443535,2174.492358072265,587.7120725542381,94.54314600314194
2022-01-24,Well-B,91.78374340943279,24.785555566385103,1480.9942155669644,48.176285878042904,21.262507181695263,2266.2761014816974,612.4976281206233,94.42817089507072
2022-01-25,Well-B,89.96021705984464,24.90117323929138,1484.9024356185482,47.954397668976895,21.67932424850571,2356.236318541542,637.3988013599146,94.24945274166168
2022-01-26,Well-B,93.63034479465337,26.225315668850474,1477.3359058393776,49.700574168560934,21.880748533221013,2449.8666633361954,663.6241170287651,94.22564089754597
2022-01-27,Well-B,86.74875514418885,26.70840151188728,1497.412042492293,49.762452807900445,23.540517230524944,2536.615418480384,690.3325185406524,93.94871920297719
2022-01-28,Well-B,94.93267225907753,23.308354986308334,1486.734681174606,48.55106459430473,19.71257822205524,2631.5480907394617,713.6408735269607,93.9838603835522
2022-01-29,Well-B,92.78883394467765,24.88131872962994,1489.6789362276527,49.06656645937701,21.14497021049807,2724.3369246841394,738.5221922565906,93.94265257531515
2022-01-30,Well-B,93.85855546443115,25.559573912935726,1488.7640946981735,49.05699444675332,21.403428479578903,2818.1954801485704,764.0817661695264,93.93984933828568
